,word,polarity
1489,misrepresentation,-2
1490,misrepresentations,-2
1491,misrepresented,-2
1492,misrepresenting,-2
1493,misrepresents,-2
1494,miss,-2
1495,missed,-2
1496,misses,-2
1497,misstate,-2
1498,misstated,-2
1499,misstatement,-2
1500,misstatements,-2
1501,misstates,-2
1502,misstating,-2
1503,misstep,-2
1504,missteps,-2
1505,mistake,-2
1506,mistaken,-2
1507,mistakenly,-2
1508,mistakes,-2
1509,mistaking,-2
1510,mistrial,-2
1511,mistrials,-2
1512,misunderstand,-2
1513,misunderstanding,-2
1514,misunderstandings,-2
1515,misunderstood,-2
1516,misuse,-2
1517,misused,-2
1518,misuses,-2
1519,misusing,-2
1520,monopolistic,-2
1521,monopolists,-2
1522,monopolization,-2
1523,monopolize,-2
1524,monopolized,-2
1525,monopolizes,-2
1526,monopolizing,-2
1527,monopoly,-2
1528,moratoria,-2
1529,moratorium,-2
1530,moratoriums,-2
1531,mothballed,-2
1532,mothballing,-2
1533,negative,-2
1534,negatively,-2
1535,negatives,-2
1536,neglect,-2
1537,neglected,-2
1538,neglectful,-2
1539,neglecting,-2
1540,neglects,-2
1541,negligence,-2
1542,negligences,-2
1543,negligent,-2
1544,negligently,-2
1545,nonattainment,-2
1546,noncompetitive,-2
1547,noncompliance,-2
1548,noncompliances,-2
1549,noncompliant,-2
1550,noncomplying,-2
1551,nonconforming,-2
1552,nonconformities,-2
1553,nonconformity,-2
1554,nondisclosure,-2
1555,nonfunctional,-2
1556,nonpayment,-2
1557,nonpayments,-2
1558,nonperformance,-2
1559,nonperformances,-2
1560,nonperforming,-2
1561,nonproducing,-2
1562,nonproductive,-2
1563,nonrecoverable,-2
1564,nonrenewal,-2
1565,nuisance,-2
1566,nuisances,-2
1567,nullification,-2
1568,nullifications,-2
1569,nullified,-2
1570,nullifies,-2
1571,nullify,-2
1572,nullifying,-2
1573,objected,-2
1574,objecting,-2
1575,objection,-2
1576,objectionable,-2
1577,objectionably,-2
1578,objections,-2
1579,obscene,-2
1580,obscenity,-2
1581,obsolescence,-2
1582,obsolete,-2
1583,obstacle,-2
1584,obstacles,-2
1585,obstruct,-2
1586,obstructed,-2
1587,obstructing,-2
1588,obstruction,-2
1589,obstructions,-2
1590,offence,-2
1591,offences,-2
1592,offend,-2
1593,offended,-2
1594,offender,-2
1595,offenders,-2
1596,offending,-2
1597,offends,-2
1598,omission,-2
1599,omissions,-2
1600,omit,-2
1601,omits,-2
1602,omitted,-2
1603,omitting,-2
1604,onerous,-2
1605,opportunistic,-2
1606,opportunistically,-2
1607,oppose,-2
1608,opposed,-2
1609,opposes,-2
1610,opposing,-2
1611,opposition,-2
1612,oppositions,-2
1613,outage,-2
1614,outages,-2
1615,outdated,-2
1616,outmoded,-2
1617,overage,-2
1618,overages,-2
1619,overbuild,-2
1620,overbuilding,-2
1621,overbuilds,-2
1622,overbuilt,-2
1623,overburden,-2
1624,overburdened,-2
1625,overburdening,-2
1626,overcapacities,-2
1627,overcapacity,-2
1628,overcharge,-2
1629,overcharged,-2
1630,overcharges,-2
1631,overcharging,-2
1632,overcome,-2
1633,overcomes,-2
1634,overcoming,-2
1635,overdue,-2
1636,overestimate,-2
1637,overestimated,-2
1638,overestimates,-2
1639,overestimating,-2
1640,overestimation,-2
1641,overestimations,-2
1642,overload,-2
1643,overloaded,-2
1644,overloading,-2
1645,overloads,-2
1646,overlook,-2
1647,overlooked,-2
1648,overlooking,-2
1649,overlooks,-2
1650,overpaid,-2
1651,overpayment,-2
1652,overpayments,-2
1653,overproduced,-2
1654,overproduces,-2
1655,overproducing,-2
1656,overproduction,-2
1657,overrun,-2
1658,overrunning,-2
1659,overruns,-2
1660,overshadow,-2
1661,overshadowed,-2
1662,overshadowing,-2
1663,overshadows,-2
1664,overstate,-2
1665,overstated,-2
1666,overstatement,-2
1667,overstatements,-2
1668,overstates,-2
1669,overstating,-2
1670,oversupplied,-2
1671,oversupplies,-2
1672,oversupply,-2
1673,oversupplying,-2
1674,overtly,-2
1675,overturn,-2
1676,overturned,-2
1677,overturning,-2
1678,overturns,-2
1679,overvalue,-2
1680,overvalued,-2
1681,overvaluing,-2
1682,panic,-2
1683,panics,-2
1684,penalize,-2
1685,penalized,-2
1686,penalizes,-2
1687,penalizing,-2
1688,penalties,-2
1689,penalty,-2
1690,peril,-2
1691,perils,-2
1692,perjury,-2
1693,perpetrate,-2
1694,perpetrated,-2
1695,perpetrates,-2
1696,perpetrating,-2
1697,perpetration,-2
1698,persist,-2
1699,persisted,-2
1700,persistence,-2
1701,persistent,-2
1702,persistently,-2
1703,persisting,-2
1704,persists,-2
1705,pervasive,-2
1706,pervasively,-2
1707,pervasiveness,-2
1708,petty,-2
1709,picket,-2
1710,picketed,-2
1711,picketing,-2
1712,plaintiff,-2
1713,plaintiffs,-2
1714,plea,-2
1715,plead,-2
1716,pleaded,-2
1717,pleading,-2
1718,pleadings,-2
1719,pleads,-2
1720,pleas,-2
1721,pled,-2
1722,poor,-2
1723,poorly,-2
1724,poses,-2
1725,posing,-2
1726,postpone,-2
1727,postponed,-2
1728,postponement,-2
1729,postponements,-2
1730,postpones,-2
1731,postponing,-2
1732,precipitated,-2
1733,precipitous,-2
1734,precipitously,-2
1735,preclude,-2
1736,precluded,-2
1737,precludes,-2
1738,precluding,-2
1739,predatory,-2
1740,prejudice,-2
1741,prejudiced,-2
1742,prejudices,-2
1743,prejudicial,-2
1744,prejudicing,-2
1745,premature,-2
1746,prematurely,-2
1747,pressing,-2
1748,pretrial,-2
1749,preventing,-2
1750,prevention,-2
1751,prevents,-2
1752,problem,-2
1753,problematic,-2
1754,problematical,-2
1755,problems,-2
1756,prolong,-2
1757,prolongation,-2
1758,prolongations,-2
1759,prolonged,-2
1760,prolonging,-2
1761,prolongs,-2
1762,prone,-2
1763,prosecute,-2
1764,prosecuted,-2
1765,prosecutes,-2
1766,prosecuting,-2
1767,prosecution,-2
1768,prosecutions,-2
1769,protest,-2
1770,protested,-2
1771,protester,-2
1772,protesters,-2
1773,protesting,-2
1774,protestor,-2
1775,protestors,-2
1776,protests,-2
1777,protracted,-2
1778,protraction,-2
1779,provoke,-2
1780,provoked,-2
1781,provokes,-2
1782,provoking,-2
1783,punished,-2
1784,punishes,-2
1785,punishing,-2
1786,punishment,-2
1787,punishments,-2
1788,punitive,-2
1789,purport,-2
1790,purported,-2
1791,purportedly,-2
1792,purporting,-2
1793,purports,-2
1794,question,-2
1795,questionable,-2
1796,questionably,-2
1797,questioned,-2
1798,questioning,-2
1799,questions,-2
1800,quit,-2
1801,quitting,-2
1802,racketeer,-2
1803,racketeering,-2
1804,rationalization,-2
1805,rationalizations,-2
1806,rationalize,-2
1807,rationalized,-2
1808,rationalizes,-2
1809,rationalizing,-2
1810,reassessment,-2
1811,reassessments,-2
1812,reassign,-2
1813,reassigned,-2
1814,reassigning,-2
1815,reassignment,-2
1816,reassignments,-2
1817,reassigns,-2
1818,recall,-2
1819,recalled,-2
1820,recalling,-2
1821,recalls,-2
1822,recession,-2
1823,recessionary,-2
1824,recessions,-2
1825,reckless,-2
1826,recklessly,-2
1827,recklessness,-2
1828,redact,-2
1829,redacted,-2
1830,redacting,-2
1831,redaction,-2
1832,redactions,-2
1833,redefault,-2
1834,redefaulted,-2
1835,redefaults,-2
1836,redress,-2
1837,redressed,-2
1838,redresses,-2
1839,redressing,-2
1840,refusal,-2
1841,refusals,-2
1842,refuse,-2
1843,refused,-2
1844,refuses,-2
1845,refusing,-2
1846,reject,-2
1847,rejected,-2
1848,rejecting,-2
1849,rejection,-2
1850,rejections,-2
1851,rejects,-2
1852,relinquish,-2
1853,relinquished,-2
1854,relinquishes,-2
1855,relinquishing,-2
1856,relinquishment,-2
1857,relinquishments,-2
1858,reluctance,-2
1859,reluctant,-2
1860,renegotiate,-2
1861,renegotiated,-2
1862,renegotiates,-2
1863,renegotiating,-2
1864,renegotiation,-2
1865,renegotiations,-2
1866,renounce,-2
1867,renounced,-2
1868,renouncement,-2
1869,renouncements,-2
1870,renounces,-2
1871,renouncing,-2
1872,reparation,-2
1873,reparations,-2
1874,repossessed,-2
1875,repossesses,-2
1876,repossessing,-2
1877,repossession,-2
1878,repossessions,-2
1879,repudiate,-2
1880,repudiated,-2
1881,repudiates,-2
1882,repudiating,-2
1883,repudiation,-2
1884,repudiations,-2
1885,resign,-2
1886,resignation,-2
1887,resignations,-2
1888,resigned,-2
1889,resigning,-2
1890,resigns,-2
1891,restate,-2
1892,restated,-2
1893,restatement,-2
1894,restatements,-2
1895,restates,-2
1896,restating,-2
1897,restructure,-2
1898,restructured,-2
1899,restructures,-2
1900,restructuring,-2
1901,restructurings,-2
1902,retaliate,-2
1903,retaliated,-2
1904,retaliates,-2
1905,retaliating,-2
1906,retaliation,-2
1907,retaliations,-2
1908,retaliatory,-2
1909,retribution,-2
1910,retributions,-2
1911,revocation,-2
1912,revocations,-2
1913,revoke,-2
1914,revoked,-2
1915,revokes,-2
1916,revoking,-2
1917,ridicule,-2
1918,ridiculed,-2
1919,ridicules,-2
1920,ridiculing,-2
1921,riskier,-2
1922,riskiest,-2
1923,risky,-2
1924,sabotage,-2
1925,sacrifice,-2
1926,sacrificed,-2
1927,sacrifices,-2
1928,sacrificial,-2
1929,sacrificing,-2
1930,scandalous,-2
1931,scandals,-2
1932,scrutinize,-2
1933,scrutinized,-2
1934,scrutinizes,-2
1935,scrutinizing,-2
1936,scrutiny,-2
1937,secrecy,-2
1938,seize,-2
1939,seized,-2
1940,seizes,-2
1941,seizing,-2
1942,sentenced,-2
1943,sentencing,-2
1944,serious,-2
1945,seriously,-2
1946,seriousness,-2
1947,setback,-2
1948,setbacks,-2
1949,sever,-2
1950,severe,-2
1951,severed,-2
1952,severely,-2
1953,severities,-2
1954,severity,-2
1955,sharply,-2
1956,shocked,-2
1957,shortage,-2
1958,shortages,-2
1959,shortfall,-2
1960,shortfalls,-2
1961,shrinkage,-2
1962,shrinkages,-2
1963,shut,-2
1964,shutdown,-2
1965,shutdowns,-2
1966,shuts,-2
1967,shutting,-2
1968,slander,-2
1969,slandered,-2
1970,slanderous,-2
1971,slanders,-2
1972,slippage,-2
1973,slippages,-2
1974,slow,-2
1975,slowdown,-2
1976,slowdowns,-2
1977,slowed,-2
1978,slower,-2
1979,slowest,-2
1980,slowing,-2
1981,slowly,-2
1982,slowness,-2
1983,sluggish,-2
1984,sluggishly,-2
1985,sluggishness,-2
1986,solvencies,-2
1987,solvency,-2
1988,spam,-2
1989,spammers,-2
1990,spamming,-2
1991,staggering,-2
1992,stagnant,-2
1993,stagnate,-2
1994,stagnated,-2
1995,stagnates,-2
1996,stagnating,-2
1997,stagnation,-2
1998,standstill,-2
1999,standstills,-2
2000,stolen,-2
2001,stoppage,-2
2002,stoppages,-2
2003,stopped,-2
2004,stopping,-2
2005,stops,-2
2006,strain,-2
2007,strained,-2
2008,straining,-2
2009,strains,-2
2010,stress,-2
2011,stressed,-2
2012,stresses,-2
2013,stressful,-2
2014,stressing,-2
2015,stringent,-2
2016,subjected,-2
2017,subjecting,-2
2018,subjection,-2
2019,subpoena,-2
2020,subpoenaed,-2
2021,subpoenas,-2
2022,substandard,-2
2023,sue,-2
2024,sued,-2
2025,sues,-2
2026,suffer,-2
2027,suffered,-2
2028,suffering,-2
2029,suffers,-2
2030,suing,-2
2031,summoned,-2
2032,summoning,-2
2033,summons,-2
2034,summonses,-2
2035,susceptibility,-2
2036,susceptible,-2
2037,suspect,-2
2038,suspected,-2
2039,suspects,-2
2040,suspend,-2
2041,suspended,-2
2042,suspending,-2
2043,suspends,-2
2044,suspension,-2
2045,suspensions,-2
2046,suspicion,-2
2047,suspicions,-2
2048,suspicious,-2
2049,suspiciously,-2
2050,taint,-2
2051,tainted,-2
2052,tainting,-2
2053,taints,-2
2054,tampered,-2
2055,tense,-2
2056,terminate,-2
2057,terminated,-2
2058,terminates,-2
2059,terminating,-2
2060,termination,-2
2061,terminations,-2
2062,testify,-2
2063,testifying,-2
2064,threat,-2
2065,threaten,-2
2066,threatened,-2
2067,threatening,-2
2068,threatens,-2
2069,threats,-2
2070,tightening,-2
2071,tolerate,-2
2072,tolerated,-2
2073,tolerates,-2
2074,tolerating,-2
2075,toleration,-2
2076,tortuous,-2
2077,tortuously,-2
2078,tragedies,-2
2079,tragedy,-2
2080,tragic,-2
2081,tragically,-2
2082,traumatic,-2
2083,trouble,-2
2084,troubled,-2
2085,troubles,-2
2086,turbulence,-2
2087,turmoil,-2
2088,unable,-2
2089,unacceptable,-2
2090,unacceptably,-2
2091,unaccounted,-2
2092,unannounced,-2
2093,unanticipated,-2
2094,unapproved,-2
2095,unattractive,-2
2096,unauthorized,-2
2097,unavailability,-2
2098,unavailable,-2
2099,unavoidable,-2
2100,unavoidably,-2
2101,unaware,-2
2102,uncollectable,-2
2103,uncollected,-2
2104,uncollectibility,-2
2105,uncollectible,-2
2106,uncollectibles,-2
2107,uncompetitive,-2
2108,uncompleted,-2
2109,unconscionable,-2
2110,unconscionably,-2
2111,uncontrollable,-2
2112,uncontrollably,-2
2113,uncontrolled,-2
2114,uncorrected,-2
2115,uncover,-2
2116,uncovered,-2
2117,uncovering,-2
2118,uncovers,-2
2119,undeliverable,-2
2120,undelivered,-2
2121,undercapitalized,-2
2122,undercut,-2
2123,undercuts,-2
2124,undercutting,-2
2125,underestimate,-2
2126,underestimated,-2
2127,underestimates,-2
2128,underestimating,-2
2129,underestimation,-2
2130,underfunded,-2
2131,underinsured,-2
2132,undermine,-2
2133,undermined,-2
2134,undermines,-2
2135,undermining,-2
2136,underpaid,-2
2137,underpayment,-2
2138,underpayments,-2
2139,underpays,-2
2140,underperform,-2
2141,underperformance,-2
2142,underperformed,-2
2143,underperforming,-2
2144,underperforms,-2
2145,underproduced,-2
2146,underproduction,-2
2147,underreporting,-2
2148,understate,-2
2149,understated,-2
2150,understatement,-2
2151,understatements,-2
2152,understates,-2
2153,understating,-2
2154,underutilization,-2
2155,underutilized,-2
2156,undesirable,-2
2157,undesired,-2
2158,undetected,-2
2159,undetermined,-2
2160,undisclosed,-2
2161,undocumented,-2
2162,undue,-2
2163,unduly,-2
2164,uneconomic,-2
2165,uneconomical,-2
2166,uneconomically,-2
2167,unemployed,-2
2168,unemployment,-2
2169,unethical,-2
2170,unethically,-2
2171,unexcused,-2
2172,unexpected,-2
2173,unexpectedly,-2
2174,unfair,-2
2175,unfairly,-2
2176,unfavorability,-2
2177,unfavorable,-2
2178,unfavorably,-2
2179,unfavourable,-2
2180,unfeasible,-2
2181,unfit,-2
2182,unfitness,-2
2183,unforeseeable,-2
2184,unforeseen,-2
2185,unforseen,-2
2186,unfortunate,-2
2187,unfortunately,-2
2188,unfounded,-2
2189,unfriendly,-2
2190,unfulfilled,-2
2191,unfunded,-2
2192,uninsured,-2
2193,unintended,-2
2194,unintentional,-2
2195,unintentionally,-2
2196,unjust,-2
2197,unjustifiable,-2
2198,unjustifiably,-2
2199,unjustified,-2
2200,unjustly,-2
2201,unknowing,-2
2202,unknowingly,-2
2203,unlawful,-2
2204,unlawfully,-2
2205,unlicensed,-2
2206,unliquidated,-2
2207,unmarketable,-2
2208,unmerchantable,-2
2209,unmeritorious,-2
2210,unnecessarily,-2
2211,unnecessary,-2
2212,unneeded,-2
2213,unobtainable,-2
2214,unoccupied,-2
2215,unpaid,-2
2216,unperformed,-2
2217,unplanned,-2
2218,unpopular,-2
2219,unpredictability,-2
2220,unpredictable,-2
2221,unpredictably,-2
2222,unpredicted,-2
2223,unproductive,-2
2224,unprofitability,-2
2225,unprofitable,-2
2226,unqualified,-2
2227,unrealistic,-2
2228,unreasonable,-2
2229,unreasonableness,-2
2230,unreasonably,-2
2231,unreceptive,-2
2232,unrecoverable,-2
2233,unrecovered,-2
2234,unreimbursed,-2
2235,unreliable,-2
2236,unremedied,-2
2237,unreported,-2
2238,unresolved,-2
2239,unrest,-2
2240,unsafe,-2
2241,unsalable,-2
2242,unsaleable,-2
2243,unsatisfactory,-2
2244,unsatisfied,-2
2245,unsavory,-2
2246,unscheduled,-2
2247,unsellable,-2
2248,unsold,-2
2249,unsound,-2
2250,unstabilized,-2
2251,unstable,-2
2252,unsubstantiated,-2
2253,unsuccessful,-2
2254,unsuccessfully,-2
2255,unsuitability,-2
2256,unsuitable,-2
2257,unsuitably,-2
2258,unsuited,-2
2259,unsure,-2
2260,unsuspected,-2
2261,unsuspecting,-2
2262,unsustainable,-2
2263,untenable,-2
2264,untimely,-2
2265,untrusted,-2
2266,untruth,-2
2267,untruthful,-2
2268,untruthfully,-2
2269,untruthfulness,-2
2270,untruths,-2
2271,unusable,-2
2272,unwanted,-2
2273,unwarranted,-2
2274,unwelcome,-2
2275,unwilling,-2
2276,unwillingness,-2
2277,upset,-2
2278,urgency,-2
2279,urgent,-2
2280,usurious,-2
2281,usurp,-2
2282,usurped,-2
2283,usurping,-2
2284,usurps,-2
2285,usury,-2
2286,vandalism,-2
2287,verdict,-2
2288,verdicts,-2
2289,vetoed,-2
2290,victims,-2
2291,violate,-2
2292,violated,-2
2293,violates,-2
2294,violating,-2
2295,violation,-2
2296,violations,-2
2297,violative,-2
2298,violator,-2
2299,violators,-2
2300,violence,-2
2301,violent,-2
2302,violently,-2
2303,vitiate,-2
2304,vitiated,-2
2305,vitiates,-2
2306,vitiating,-2
2307,vitiation,-2
2308,voided,-2
2309,voiding,-2
2310,volatile,-2
2311,volatility,-2
2312,vulnerabilities,-2
2313,vulnerability,-2
2314,vulnerable,-2
2315,vulnerably,-2
2316,warn,-2
2317,warned,-2
2318,warning,-2
2319,warnings,-2
2320,warns,-2
2321,wasted,-2
2322,wasteful,-2
2323,wasting,-2
2324,weak,-2
2325,weaken,-2
2326,weakened,-2
2327,weakening,-2
2328,weakens,-2
2329,weaker,-2
2330,weakest,-2
2331,weakly,-2
2332,weakness,-2
2333,weaknesses,-2
2334,willfully,-2
2335,worries,-2
2336,worry,-2
2337,worrying,-2
2338,worse,-2
2339,worsen,-2
2340,worsened,-2
2341,worsening,-2
2342,worsens,-2
2343,worst,-2
2344,worthless,-2
2345,writedown,-2
2346,writedowns,-2
2347,writeoff,-2
2348,writeoffs,-2
2349,wrong,-2
2350,wrongdoing,-2
2351,wrongdoings,-2
2352,wrongful,-2
2353,wrongfully,-2
2354,wrongly,-2
